8.500000000000000000e+01,8.600000000000000000e+01
8.500000000000000000e+01,1.120000000000000000e+02
8.600000000000000000e+01,8.500000000000000000e+01
8.600000000000000000e+01,8.700000000000000000e+01
8.700000000000000000e+01,8.600000000000000000e+01
8.700000000000000000e+01,8.800000000000000000e+01
8.800000000000000000e+01,8.700000000000000000e+01
8.800000000000000000e+01,8.900000000000000000e+01
8.900000000000000000e+01,8.800000000000000000e+01
8.900000000000000000e+01,9.000000000000000000e+01
9.000000000000000000e+01,8.900000000000000000e+01
9.000000000000000000e+01,1.170000000000000000e+02
1.120000000000000000e+02,8.500000000000000000e+01
1.120000000000000000e+02,1.450000000000000000e+02
1.170000000000000000e+02,9.000000000000000000e+01
1.170000000000000000e+02,1.180000000000000000e+02
1.180000000000000000e+02,1.170000000000000000e+02
1.180000000000000000e+02,1.510000000000000000e+02
1.450000000000000000e+02,1.120000000000000000e+02
1.450000000000000000e+02,1.460000000000000000e+02
1.460000000000000000e+02,1.450000000000000000e+02
1.460000000000000000e+02,1.470000000000000000e+02
1.470000000000000000e+02,1.460000000000000000e+02
1.470000000000000000e+02,1.480000000000000000e+02
1.480000000000000000e+02,1.470000000000000000e+02
1.480000000000000000e+02,1.490000000000000000e+02
1.490000000000000000e+02,1.480000000000000000e+02
1.490000000000000000e+02,1.500000000000000000e+02
1.500000000000000000e+02,1.490000000000000000e+02
1.500000000000000000e+02,1.510000000000000000e+02
1.510000000000000000e+02,1.180000000000000000e+02
1.510000000000000000e+02,1.500000000000000000e+02
1.800000000000000000e+02,1.810000000000000000e+02
1.800000000000000000e+02,2.200000000000000000e+02
1.810000000000000000e+02,1.800000000000000000e+02
1.810000000000000000e+02,1.820000000000000000e+02
1.820000000000000000e+02,1.810000000000000000e+02
1.820000000000000000e+02,2.220000000000000000e+02
2.190000000000000000e+02,2.200000000000000000e+02
2.190000000000000000e+02,2.600000000000000000e+02
2.200000000000000000e+02,1.800000000000000000e+02
2.200000000000000000e+02,2.190000000000000000e+02
2.220000000000000000e+02,1.820000000000000000e+02
2.220000000000000000e+02,2.230000000000000000e+02
2.230000000000000000e+02,2.220000000000000000e+02
2.230000000000000000e+02,2.240000000000000000e+02
2.240000000000000000e+02,2.230000000000000000e+02
2.240000000000000000e+02,2.650000000000000000e+02
2.590000000000000000e+02,2.600000000000000000e+02
2.590000000000000000e+02,3.010000000000000000e+02
2.600000000000000000e+02,2.190000000000000000e+02
2.600000000000000000e+02,2.590000000000000000e+02
2.610000000000000000e+02,2.620000000000000000e+02
2.610000000000000000e+02,3.030000000000000000e+02
2.620000000000000000e+02,2.610000000000000000e+02
2.620000000000000000e+02,2.630000000000000000e+02
2.630000000000000000e+02,2.620000000000000000e+02
2.630000000000000000e+02,2.640000000000000000e+02
2.640000000000000000e+02,2.630000000000000000e+02
2.640000000000000000e+02,2.650000000000000000e+02
2.650000000000000000e+02,2.240000000000000000e+02
2.650000000000000000e+02,2.640000000000000000e+02
3.000000000000000000e+02,3.010000000000000000e+02
3.000000000000000000e+02,3.430000000000000000e+02
3.010000000000000000e+02,2.590000000000000000e+02
3.010000000000000000e+02,3.000000000000000000e+02
3.020000000000000000e+02,3.030000000000000000e+02
3.020000000000000000e+02,3.450000000000000000e+02
3.030000000000000000e+02,2.610000000000000000e+02
3.030000000000000000e+02,3.020000000000000000e+02
3.430000000000000000e+02,3.000000000000000000e+02
3.430000000000000000e+02,3.440000000000000000e+02
3.440000000000000000e+02,3.430000000000000000e+02
3.440000000000000000e+02,3.450000000000000000e+02
3.450000000000000000e+02,3.020000000000000000e+02
3.450000000000000000e+02,3.440000000000000000e+02
4.300000000000000000e+02,4.310000000000000000e+02
4.300000000000000000e+02,4.710000000000000000e+02
4.310000000000000000e+02,4.300000000000000000e+02
4.310000000000000000e+02,4.720000000000000000e+02
4.710000000000000000e+02,4.300000000000000000e+02
4.710000000000000000e+02,4.720000000000000000e+02
4.720000000000000000e+02,4.310000000000000000e+02
4.720000000000000000e+02,4.710000000000000000e+02
