5.138344170203118119e+05,6.730682996619126759e+06,3.047871826171875000e+03
5.138344170203118119e+05,6.731482996619126759e+06,3.006345458984375000e+03
5.138344170203118119e+05,6.732282996619126759e+06,2.952009521484375000e+03
5.138344170203118119e+05,6.733082996619126759e+06,2.924489013671875000e+03
5.138344170203118119e+05,6.733882996619126759e+06,2.917931396484375000e+03
5.138344170203118119e+05,6.734682996619126759e+06,2.989987792968750000e+03
5.146344170203118119e+05,6.728282996619126759e+06,2.726649658203125000e+03
5.146344170203118119e+05,6.729082996619126759e+06,2.992971191406250000e+03
5.146344170203118119e+05,6.729882996619126759e+06,3.081628173828125000e+03
5.146344170203118119e+05,6.730682996619126759e+06,3.019906982421875000e+03
5.146344170203118119e+05,6.731482996619126759e+06,2.991512207031250000e+03
5.146344170203118119e+05,6.732282996619126759e+06,2.939987548828125000e+03
5.146344170203118119e+05,6.733082996619126759e+06,2.901535888671875000e+03
5.146344170203118119e+05,6.733882996619126759e+06,2.876152832031250000e+03
5.146344170203118119e+05,6.734682996619126759e+06,2.886944824218750000e+03
5.146344170203118119e+05,6.735482996619126759e+06,3.050624023437500000e+03
5.146344170203118119e+05,6.736282996619126759e+06,3.005828125000000000e+03
5.146344170203118119e+05,6.737082996619126759e+06,3.009825927734375000e+03
5.146344170203118119e+05,6.737882996619126759e+06,3.115394775390625000e+03
5.154344170203118119e+05,6.721082996619126759e+06,2.707164550781250000e+03
5.154344170203118119e+05,6.721882996619126759e+06,2.691268066406250000e+03
5.154344170203118119e+05,6.722682996619126759e+06,2.672306396484375000e+03
5.154344170203118119e+05,6.723482996619126759e+06,2.653234375000000000e+03
5.154344170203118119e+05,6.724282996619126759e+06,2.683612548828125000e+03
5.154344170203118119e+05,6.725082996619126759e+06,2.659015625000000000e+03
5.154344170203118119e+05,6.725882996619126759e+06,2.689125000000000000e+03
5.154344170203118119e+05,6.726682996619126759e+06,2.651903076171875000e+03
5.154344170203118119e+05,6.727482996619126759e+06,2.638977050781250000e+03
5.154344170203118119e+05,6.728282996619126759e+06,2.619212158203125000e+03
5.154344170203118119e+05,6.729082996619126759e+06,2.626723144531250000e+03
5.154344170203118119e+05,6.729882996619126759e+06,2.668585449218750000e+03
5.154344170203118119e+05,6.730682996619126759e+06,2.878076904296875000e+03
5.154344170203118119e+05,6.731482996619126759e+06,2.960160888671875000e+03
5.154344170203118119e+05,6.732282996619126759e+06,2.910678466796875000e+03
5.154344170203118119e+05,6.733082996619126759e+06,2.878810791015625000e+03
5.154344170203118119e+05,6.733882996619126759e+06,2.860540527343750000e+03
5.154344170203118119e+05,6.734682996619126759e+06,2.867686523437500000e+03
5.154344170203118119e+05,6.735482996619126759e+06,2.884586669921875000e+03
5.154344170203118119e+05,6.736282996619126759e+06,3.018132812500000000e+03
5.154344170203118119e+05,6.737082996619126759e+06,3.018726074218750000e+03
5.154344170203118119e+05,6.737882996619126759e+06,3.003775878906250000e+03
5.154344170203118119e+05,6.738682996619126759e+06,2.972450927734375000e+03
5.154344170203118119e+05,6.739482996619126759e+06,2.945791015625000000e+03
5.154344170203118119e+05,6.740282996619126759e+06,2.936664794921875000e+03
5.154344170203118119e+05,6.741082996619126759e+06,2.979916503906250000e+03
5.154344170203118119e+05,6.741882996619126759e+06,3.010524169921875000e+03
5.162344170203118119e+05,6.718682996619126759e+06,2.806468261718750000e+03
5.162344170203118119e+05,6.719482996619126759e+06,2.757147949218750000e+03
5.162344170203118119e+05,6.720282996619126759e+06,2.719999511718750000e+03
5.162344170203118119e+05,6.721082996619126759e+06,2.709853759765625000e+03
5.162344170203118119e+05,6.721882996619126759e+06,2.684094482421875000e+03
5.162344170203118119e+05,6.722682996619126759e+06,2.646879882812500000e+03
5.162344170203118119e+05,6.723482996619126759e+06,2.617009765625000000e+03
5.162344170203118119e+05,6.724282996619126759e+06,2.631843505859375000e+03
5.162344170203118119e+05,6.725082996619126759e+06,2.630033203125000000e+03
5.162344170203118119e+05,6.725882996619126759e+06,2.674059814453125000e+03
5.162344170203118119e+05,6.726682996619126759e+06,2.648720947265625000e+03
5.162344170203118119e+05,6.727482996619126759e+06,2.613101074218750000e+03
5.162344170203118119e+05,6.728282996619126759e+06,2.592973632812500000e+03
5.162344170203118119e+05,6.729082996619126759e+06,2.572655029296875000e+03
5.162344170203118119e+05,6.729882996619126759e+06,2.553868896484375000e+03
5.162344170203118119e+05,6.730682996619126759e+06,2.676471923828125000e+03
5.162344170203118119e+05,6.731482996619126759e+06,2.909914794921875000e+03
5.162344170203118119e+05,6.732282996619126759e+06,2.904807617187500000e+03
5.162344170203118119e+05,6.733082996619126759e+06,2.853342285156250000e+03
5.162344170203118119e+05,6.733882996619126759e+06,2.832460205078125000e+03
5.162344170203118119e+05,6.734682996619126759e+06,2.820810058593750000e+03
5.162344170203118119e+05,6.735482996619126759e+06,2.855311523437500000e+03
5.162344170203118119e+05,6.736282996619126759e+06,2.806035156250000000e+03
5.162344170203118119e+05,6.737082996619126759e+06,3.092132812500000000e+03
5.162344170203118119e+05,6.737882996619126759e+06,3.055793212890625000e+03
5.162344170203118119e+05,6.738682996619126759e+06,2.941167236328125000e+03
5.162344170203118119e+05,6.739482996619126759e+06,2.880286865234375000e+03
5.162344170203118119e+05,6.740282996619126759e+06,2.879737304687500000e+03
