2.360000000000000000e+02,2.370000000000000000e+02
2.360000000000000000e+02,2.730000000000000000e+02
2.370000000000000000e+02,2.360000000000000000e+02
2.370000000000000000e+02,2.740000000000000000e+02
2.730000000000000000e+02,2.360000000000000000e+02
2.730000000000000000e+02,2.740000000000000000e+02
2.740000000000000000e+02,2.370000000000000000e+02
2.740000000000000000e+02,2.730000000000000000e+02
4.720000000000000000e+02,4.730000000000000000e+02
4.720000000000000000e+02,5.190000000000000000e+02
4.730000000000000000e+02,4.720000000000000000e+02
4.730000000000000000e+02,4.740000000000000000e+02
4.740000000000000000e+02,4.730000000000000000e+02
4.740000000000000000e+02,5.210000000000000000e+02
5.190000000000000000e+02,4.720000000000000000e+02
5.190000000000000000e+02,5.670000000000000000e+02
5.200000000000000000e+02,5.210000000000000000e+02
5.200000000000000000e+02,5.680000000000000000e+02
5.210000000000000000e+02,4.740000000000000000e+02
5.210000000000000000e+02,5.200000000000000000e+02
5.420000000000000000e+02,5.430000000000000000e+02
5.420000000000000000e+02,5.900000000000000000e+02
5.430000000000000000e+02,5.420000000000000000e+02
5.430000000000000000e+02,5.910000000000000000e+02
5.670000000000000000e+02,5.190000000000000000e+02
5.670000000000000000e+02,5.680000000000000000e+02
5.680000000000000000e+02,5.200000000000000000e+02
5.680000000000000000e+02,5.670000000000000000e+02
5.900000000000000000e+02,5.420000000000000000e+02
5.900000000000000000e+02,6.400000000000000000e+02
5.910000000000000000e+02,5.430000000000000000e+02
5.910000000000000000e+02,6.410000000000000000e+02
6.400000000000000000e+02,5.900000000000000000e+02
6.400000000000000000e+02,6.410000000000000000e+02
6.410000000000000000e+02,5.910000000000000000e+02
6.410000000000000000e+02,6.400000000000000000e+02
1.281000000000000000e+03,1.282000000000000000e+03
1.281000000000000000e+03,1.453000000000000000e+03
1.282000000000000000e+03,1.281000000000000000e+03
1.282000000000000000e+03,1.454000000000000000e+03
1.453000000000000000e+03,1.281000000000000000e+03
1.453000000000000000e+03,1.629000000000000000e+03
1.454000000000000000e+03,1.282000000000000000e+03
1.454000000000000000e+03,1.455000000000000000e+03
1.455000000000000000e+03,1.454000000000000000e+03
1.455000000000000000e+03,1.631000000000000000e+03
1.629000000000000000e+03,1.453000000000000000e+03
1.629000000000000000e+03,1.808000000000000000e+03
1.631000000000000000e+03,1.455000000000000000e+03
1.631000000000000000e+03,1.810000000000000000e+03
1.808000000000000000e+03,1.629000000000000000e+03
1.808000000000000000e+03,1.991000000000000000e+03
1.810000000000000000e+03,1.631000000000000000e+03
1.810000000000000000e+03,1.993000000000000000e+03
1.958000000000000000e+03,1.959000000000000000e+03
1.958000000000000000e+03,2.144000000000000000e+03
1.959000000000000000e+03,1.958000000000000000e+03
1.959000000000000000e+03,1.960000000000000000e+03
1.960000000000000000e+03,1.959000000000000000e+03
1.960000000000000000e+03,1.961000000000000000e+03
1.961000000000000000e+03,1.960000000000000000e+03
1.961000000000000000e+03,1.962000000000000000e+03
1.962000000000000000e+03,1.961000000000000000e+03
1.962000000000000000e+03,1.963000000000000000e+03
1.963000000000000000e+03,1.962000000000000000e+03
1.963000000000000000e+03,1.964000000000000000e+03
1.964000000000000000e+03,1.963000000000000000e+03
1.964000000000000000e+03,1.965000000000000000e+03
1.965000000000000000e+03,1.964000000000000000e+03
1.965000000000000000e+03,2.151000000000000000e+03
1.990000000000000000e+03,1.991000000000000000e+03
1.990000000000000000e+03,2.176000000000000000e+03
1.991000000000000000e+03,1.808000000000000000e+03
1.991000000000000000e+03,1.990000000000000000e+03
1.991000000000000000e+03,1.992000000000000000e+03
1.991000000000000000e+03,2.177000000000000000e+03
1.992000000000000000e+03,1.991000000000000000e+03
1.992000000000000000e+03,1.993000000000000000e+03
1.993000000000000000e+03,1.810000000000000000e+03
1.993000000000000000e+03,1.992000000000000000e+03
2.142000000000000000e+03,2.143000000000000000e+03
2.142000000000000000e+03,2.331000000000000000e+03
2.143000000000000000e+03,2.142000000000000000e+03
2.143000000000000000e+03,2.144000000000000000e+03
2.144000000000000000e+03,1.958000000000000000e+03
2.144000000000000000e+03,2.143000000000000000e+03
2.151000000000000000e+03,1.965000000000000000e+03
2.151000000000000000e+03,2.152000000000000000e+03
2.152000000000000000e+03,2.151000000000000000e+03
2.152000000000000000e+03,2.341000000000000000e+03
2.168000000000000000e+03,2.169000000000000000e+03
2.168000000000000000e+03,2.357000000000000000e+03
2.169000000000000000e+03,2.168000000000000000e+03
2.169000000000000000e+03,2.170000000000000000e+03
2.170000000000000000e+03,2.169000000000000000e+03
2.170000000000000000e+03,2.359000000000000000e+03
2.176000000000000000e+03,1.990000000000000000e+03
2.176000000000000000e+03,2.177000000000000000e+03
2.177000000000000000e+03,1.991000000000000000e+03
2.177000000000000000e+03,2.176000000000000000e+03
2.331000000000000000e+03,2.142000000000000000e+03
2.331000000000000000e+03,2.523000000000000000e+03
2.341000000000000000e+03,2.152000000000000000e+03
